label,text,source
Business,How the defence sector is battling a skills crisis. Attracting younger workers into the defence industry can be challenging.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Swedish workers trial 'friendship hour' to combat loneliness. The pilot project is even giving staff free money to help pay to do activities with their friends.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,The showers and baths keeping data centre tech cool. Finding greener ways to keep giant new data centres cool is a challenge.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Why Croatia's capital wants to hold Europe's best Christmas market. The festive events help to put cities on the map and attract millions of tourists.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Will tech trump tradition at bakers and biscuit makers?. Introducing robots and automation to the food industry involves extra hurdles.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,"Should more be done to tackle 'ghost jobs', vacancies that don't exist?. Companies are advertising vacancies that have already been filled or might not have ever existed.",https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,"Why this month's inflation figure may be good news for you. The rate of inflation, which charts the rising cost of living, has slowed - driven partly by essentials.",https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Meet the biggest heat pumps in the world. Across Europe huge heat pumps are being installed that can heat tens of thousands of homes.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Entertainment,Why Michael Sheen put his money on the line for new Welsh national theatre. The actor discusses spearheading the Welsh National Theatre and starring in its first production.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"BBC will aim to have Trump's $5bn defamation lawsuit thrown out. Court papers filed on Monday show the broadcaster will argue the Florida court lacks ""personal jurisdiction"" over the BBC.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Chalamet beats DiCaprio to Golden Globes glory. The Marty Supreme star is among the big winners at the Globes and gets a boost in his quest for an Oscar.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Star glamour on the Golden Globes red carpet. Ariana Grande, Hailee Steinfeld and Paul Mescal were among the stars pictured ahead of the ceremony.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Golden Globes 2026: The full list of winners. The stars of Adolescence, including Stephen Graham, join Hollywood A-listers on the winners' podium.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,First look at new crime drama starring Yellowstone actor. Sky's Under Salt Marsh has already been praised by critics before its release at the end of January.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Golden Globes top moments: Amy Poehler and Snoop Dogg to K-Pop triumphs. The annual award ceremony included plenty of star-power and banter, while bringing the Oscars race into focus.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Could Oscar glory be next for Jessie Buckley and Hamnet?. Jessie Buckley is a hot favourite to become the fifth Irish actor to win an Oscar after winning a Golden Globe.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"'My daughter helped shape new autistic Barbie doll'. An autism advocacy group describes the new toy as a ""milestone"" in representation.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Nigerian stars dominate All Africa Music Awards. Global superstar Burna Boy claimed the prestigious Album of the Year award for his latest work No Sign of Weakness.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"EastEnders actor Derek Martin dies aged 92. Martin, a born and bred East Londoner, appeared as Charlie Slater between 2000 and 2016.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Lorraine Kelly pays tribute to father after 'shock' death. Lorraine Kelly has paid tribute to her 84-year-old father after his death in East Kilbride in Scotland.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Love Island villa evacuated and filming postponed over wildfires. Filming in South Africa for the third series of Love Island: All Stars has been postponed. ITV has not said when it will resume.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Bob Weir, Grateful Dead co-founder, dies aged 78. Weir was a fixture in the psychedelic rock group and its various spin-offs over 60 years.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,KPop Demon Hunters wins Golden Globes for best animated film. The film's breakout anthem Golden was also named best original song at the awards on Sunday.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Stranger Things star is number one as show's songs shoot up chart. Joe Keery, aka musician Djo, aka Stranger Things' Steve Harrington, is number one in the UK charts.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Rare first Superman comic once stolen from Nicolas Cage sells for $15m. Fewer than 100 copies of Action Comics No 1, which introduced the world to Superman, are thought to exist.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Dwayne Johnson and George Clooney miss out on Baftas longlist. They are among big names missing out at the Baftas, which can often indicate who will win at the Oscars.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Sir Tom Jones says scammers impersonating him in fake profiles. The 85-year-old Welsh singer warns scammers are trying to ""trap and abuse"" vulnerable people.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,US film stars Meagan Good and Jonathan Majors become Guinea citizens after DNA tests. The pair join other US celebrities reconnecting with their African heritage and taking up citizenship.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Golden Globes host Nikki Glaser's best jokes. The US comic delivered a scorching opening monologue that roasted the A-listers in the room.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"How to watch the Golden Globe-nominated films. Hamnet, Avatar and Marty Supreme will face one battle after another as the awards race heats up.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Where does latest Traitors showdown rank in show's most explosive moments?. We look at whether the recent confrontation between two contestants on The Traitors goes down as the most dramatic ever.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"How on the day Bowie died he apparently paid £10,116 towards a village car park. The cash was sent to Binley by Bowie's son, the total seemingly marking the date of the star's death.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Pierce Brosnan, Prince Naz and the embrace that never happened. When Prince Naseem Hamed met actor Pierce Brosnan in the lead-up to a new film, it brought back thoughts of a reconciliation with trainer Brendan Ingle that never happened.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Is a Welsh accent a help or a hindrance in The Traitors?. From hiding their jobs, to secret relationships and faking accents, many contestants have trialled strategies to gain people's trust.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Timothée's shoutout for Kylie and other moments from Critics' Choice Awards. Jessie Buckley won best actress and Adolescence also scooped four awards on the night in California.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Steve Coogan on his Roy Keane film - and his part in Posh and Becks' first meeting. Coogan stars as football boss Mick McCarthy in the film Saipan, about the fall-out between him and captain Roy Keane.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"'It's incredible, surreal': Skye Newman wins BBC Sound of 2026. Coming from a ""broken background"", Skye Newman's visceral, powerful pop has made her one to watch.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"From trauma to triumph: Jim Legxacy is transforming UK rap. The south London rapper and producer's latest release has been called ""a landmark moment for UK music"".",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"The two sides of Sombr, the singer sparkling through the sadness. The alt-pop star comes third in the BBC Sound of 2026, which showcases the year's top rising stars.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"How Geese took flight to become 'Gen Z's first great American band'. The New Yorkers, who are fourth in the BBC's Sound of 2026, say they're 'still processing' their rise.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Reluctant rockers Royel Otis tipped for success. The Australian indie pop duo had to be talked into becoming a band. It has more than paid off.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Sound of 2026: 10 acts you'll be obsessed with next year. The list tips new music for the coming year, following previous winners like Adele, Haim and Chappell Roan.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Health,"Safe spaces needed for drug-addicted children, say grieving mums. More children in England are in drug and alcohol treatment, but families say many cannot get help.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,I spent months investigating whether gut health affects ageing - and if I could hack my own gut to age better. Health editor Hugh Pym revamped his diet after a test suggested his gut health appeared to look five years older than he was,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Revolutionary eye injection saved my sight, says first-ever patient. Nicki's eye had collapsed in on itself, but a new gel injection method has saved her vision.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Why the NHS still wastes billions on patients who don't need to be in hospital. The delayed discharge challenge throws up deeper questions about the care system, co-ordination - and whether some patients are over-treated",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Doctors strike called off as union backs latest pay deal. Medics had been set to go on the first national walkout staged by NHS workers on Tuesday in a dispute over pay.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Flu on the rise again after Christmas mixing, says NHS. Cases up after two weeks of decline, as hospitals report rise in slips and falls because of cold snap.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"People who come off slimming jabs regain weight four times faster than dieters. Overweight people shed large amounts on jabs but gain 0.8 kg a month on average once off them, study shows.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,How do cold weather health alerts work?. The weather alert service warns the public when high or low temperatures could damage their health.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Vitamin pills and icy swims: Can you really boost your immune system?. After being struck down by winter illness, the BBC's James Gallagher goes in search of ways to boost his immune system.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"How to keep babies warm in cold weather and other winter tips. As temperatures fall across much of the UK, the best ways to keep people and pets warm and dry.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,What does an unheated room do to your body?. The BBC's health and science correspondent undergoes an experiment to find out how a cold home affects him.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu: How are hospitals in your area affected?. Use our interactive tool to explore the latest flu numbers in your area,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,What is happening to flu this winter - and should you buy a vaccine?. Flu has come early this year with a new mutated version of the virus circulating.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Toddler finally home from hospital for Christmas. Bertie Melly was in hospital for 18 months after his premature birth in May 2024.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Is it a cold, 'super flu' or Covid? How to tell the difference. How to identify whether you have cold, flu or Covid and how to look after yourself.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu wave hits England's busiest A&E - hundreds of patients are arriving a day. The BBC visits Leicester Royal Infirmary to witness first-hand how it's coping with an early surge in cases of winter bugs.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,What's really going on with flu this winter?. We've been told we're facing an unprecedented superflu. Is it?,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Has flu peaked? What the figures tell us. NHS remains on high alert over flu, health bosses say, but there are signs infections are levelling off.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Private flu vaccine stocks running low as cases rise. Those eligible for a vaccine can access jabs from the NHS, but experts say that people have turned to pharmacies for convenience.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Ambulance demand spikes as flu season worsens. The service says calls increased by 20% in the past week, fuelled by illnesses such as the flu.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Some schools disrupted amid rise in flu cases. Flu is on the rise, but ministers say schools should only close in extreme circumstances.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu jabs offered in pub in vaccination drive. Regular pop-up vaccination clinics are available at The Bevy community pub in Brighton.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Long waits for disability benefit claims unacceptable, MPs say. Some people are waiting more than a year to have their claims processed, the Public Accounts Committee says.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Three NHS trusts still using fax machines, Streeting confesses. The health secretary had made it his personal mission to banish the fax machine from the NHS.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Parents say babies failed by delayed diagnosis like Jesy Nelson's twins. After Little Mix star Jesy Nelson's revelation that her twins have SMA, parents speak about their children's late diagnoses.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Junk food TV and online advert ban comes into force. Soft drinks, chocolate, pizzas and ice creams will be targeted in the UK government's plan.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Wellbeing 2026: Recovery, JOMO and brain boosting supplements. Wellness is a multi-trillion pound industry which continues to grow - and this year is less about maxing out, more about recovering well.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"The myth of willpower - and why some people struggle to lose weight more than others. Thousands of genes that have an influence on weight, say experts - which means weight loss isn't a level playing field",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Chickenpox vaccines for young children start across UK. For the first time, children will be offered vaccination on the NHS against the common infection which, in rare cases, can be very serious.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Surgeon who 'stripped naked in cubicle' struck off. The doctor was working at the Queen Alexandra Hospital in Portsmouth when the incidents happened.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,The debate about whether the NHS should use magic mushrooms to treat depression. Many clinical trials to test the use of psychedelic medicines for conditions such as depression have been underway since 2022 - with surprising results,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Christmas can be a nightmare for misophonia sufferers like me. Christmas is a difficult time if you suffer from a reduced tolerance to sounds, but there are ways to make it easier.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Hospitals warned end-of-life care crisis threatening treatment. A rising number of patients in hospitals could affect the level of treatment carried out this winter, a group of regional NHS leaders have been told.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Hospitals working to get patients home for Christmas after five-day doctor strike. Health experts have warned that the impact of the strike will be felt into the new year ""and beyond"".",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"US regulator approves pill form of Wegovy weight-loss drug. Wegovy becomes first pill of its kind to be approved, shifting weight-loss drugs beyond injections.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,TikTok removes AI weight loss ads from fake Boots account. The adverts for prescription-only drugs showed healthcare professionals impersonating the British retailer.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Weight-loss jabs: What happens when you stop?. You may have lost the weight you wanted to lose - but now you've stopped the jabs, how easy is it to keep it off?",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"People fake weight to obtain 'skinny jabs', says GP. A doctor from Chelmsford calls for more checks to stop the drugs being sold inappropriately online.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Nicotine pouch rise driven by young men - study. Around 7.5% of 16 to 24-year-old-men are using the small sachets that fit under the top lip, research suggests.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Resident doctors in Scotland to go on strike for first time. Their union BMA Scotland has accused the government of reneging on a commitment to restore pay to 2008 levels.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
